Subject,Title,Instructor(s),Learning Product,Level,Duration,Gained Skills,Rate,Reviews,Data_Source
Personal Development,Resolving Conflict in the Birth Room,Rebekah Porter,Course,Not specified,1.0 hours,Leadership Conflict Management,5.0,6,Public Dataset
Finance & Accounting,Credit Repair: The 2021 Total Guide to a Great Credit Score,Craig Randall,Course,Not specified,3.0 hours,Finance Credit Repair,4.0,528,Public Dataset
Design,"Learn Figma for Web Design, User Interface, UI UX in an hour",Gajendra Choudhary,Course,Not specified,1.5 hours,Web Design Unknown,4.3,709,Public Dataset
Personal Development,Scholar Mom’s Guide -Keeping your Scholar on Track,S Drawdy,Course,Not specified,2.5 hours,Parenting & Relationships Parenting,5.0,1,Public Dataset
IT & Software,Azure-Linux VM build &  Introduction to Dockers & Kubernetes,"Guha Rajan M., B.Engg, MBA, PMP",Course,Not specified,3.5 hours,Other IT & Software Unknown,0.0,0,Public Dataset
Business,Becoming a Paralegal Professional: A Concise Overview,Harvey Zeytuntsyan,Course,Not specified,1.0 hours,Business Law Law,0.0,0,Public Dataset
Personal Development,"Master your Decision-Making, and Critical Thinking Skills !",Sivakami S ; MBA ; Ph.D (ongoing),Course,Not specified,4.0 hours,Leadership Decision Making,4.4,3325,Public Dataset
Design,A Complete SketchUp Guide from Beginner to Advanced,Subhradeep Das,Course,Not specified,4.0 hours,Interior Design SketchUp,4.4,52,Public Dataset
Marketing,The Complete Course for Marketing & Networking on Clubhouse,Brittany Storniolo,Course,Not specified,1.0 hours,Social Media Marketing Clubhouse App,5.0,3,Public Dataset
Design,Adobe Photoshop CC: Your Complete Beginner to Advanced Class,Phil Ebiner,Course,Not specified,15.5 hours,Design Tools Photoshop,4.6,18610,Public Dataset
Development,NodeJS | Build a Smart Chatbot,Mustafa Alawi,Course,Not specified,2.0 hours,Web Development Node.Js,0.0,0,Public Dataset
Health & Fitness,Candida overgrowth masterclass,Nicola Zanetti,Course,Not specified,2.5 hours,Dieting Gut Health,4.7,14,Public Dataset
Health & Fitness,"Basic life support,,practical steps",Khalid Khalil al azar,Course,Not specified,0.5666666666666667 hours,Safety & First Aid First Aid,4.6,3,Public Dataset
Information Technology,Cybersecurity Made Easy for Absolute Beginners,Logix Academy,Course,Beginner,15.5 hours,"Cybersecurity Fundamentals, Risk Assessment, Security Protocols",4.6,15977,Curated
Health & Fitness,Qigong Flow for Immune System Boost with Marissa Cranfill,YMAA Publication Center,Course,Not specified,2.0 hours,Fitness Qi Gong,5.0,3,Public Dataset
Health & Fitness,Treadmill Walking for Beginners by Turi's Adventures,Turi Christensen,Course,Not specified,13.5 hours,Fitness Cardio,5.0,1,Public Dataset
Business,SPHR Practice Questions for HR Profesionals 2021,MyCert Academy,Course,Not specified,0.0 hours,Human Resources Senior Professional in Human Resources (SPHR),0.0,0,Public Dataset
Health & Fitness,Learn Military Knife Combat Skills,Matei Florin,Course,Not specified,5.5 hours,Self Defense Self-Defense,4.9,11,Public Dataset
Business,Effective Diversity And Inclusion In Business Environment,Eric Yeboah,Course,Not specified,1.5 hours,Human Resources Diversity and Inclusion,5.0,2,Public Dataset
Teaching & Academics,"MDCAT Test Preparation (English,Chemistry,Biology,Physics)",Usama Riaz,Course,Not specified,0.0 hours,Test Prep Biology,5.0,4,Public Dataset
Lifestyle,Blooming Flowers,Tifrea Raluca,Course,Not specified,1.5 hours,Beauty & Makeup Nail Art,5.0,1,Public Dataset
Office Productivity,Google Forms Ultimate Course 2021,Learn Tech Plus,Course,Not specified,1.5 hours,Google Google Forms,4.5,1429,Public Dataset
Marketing,Facebook Ads For Local Service Businesses,Greg Gottfried,Course,Not specified,0.6166666666666667 hours,Advertising Facebook Ads,4.7,196,Public Dataset
Health & Fitness,Ballet from zero to pro,Katerina Lubek,Course,Not specified,1.5 hours,Dance Ballet,5.0,12,Public Dataset
Business,"Energy-Based Safety: Energy Wheel, Injury Severity, SCL",Matthew Morris,Course,Not specified,2.5 hours,Operations Workplace Health and Safety,5.0,4,Public Dataset
Business,The Kanban Course - for Individuals and Software Teams,Martin Lehmann,Course,Not specified,1.5 hours,Project Management Unknown,5.0,1,Public Dataset
Business,Be a Great Mentor: A Practical Guide to Mentorship,JeanAnn Nichols,Course,Not specified,1.0 hours,Management Mentoring,4.4,3385,Public Dataset
Development,Complete Microsoft Power Virtual Agent (PVA) Bootcamp,Marji Solutions,Course,Not specified,8.0 hours,No-Code Development Chatbot,3.5,6,Public Dataset
Personal Development,Personal Communication-Introduce Yourself With Confidence,TJ Walker,Course,Not specified,1.0 hours,Personal Brand Building Communication Skills,4.4,319,Public Dataset
Finance & Accounting,Applying the Standards for Internal Auditors Part 2,Illumeo Learning,Course,Not specified,2.0 hours,Accounting & Bookkeeping Internal Auditing,4.1,41,Public Dataset
Personal Development,RUSSIAN COMBI in 1 hour,Kristina Viskova,Course,Not specified,1.0 hours,Other Personal Development Nail Art,0.0,0,Public Dataset
Business,The Executive Juris Doctor Degree,"Shane Patrick Irvine, BSL JD",Course,Not specified,19.5 hours,Business Law Law,5.0,1,Public Dataset
Development,Create A Hidden Objects Game in Godot,Michael McGuire,Course,Not specified,2.5 hours,Game Development Godot,5.0,2,Public Dataset
Teaching & Academics,Addressing Learning Loss in the Return to School Phase,Dr. Dheeraj Mehrotra,Course,Not specified,1.0 hours,Teacher Training Learning Strategies,4.8,2,Public Dataset
Personal Development,Fundamentals of Double Hoop Tech,Kayleigh Black,Course,Not specified,1.0 hours,Other Personal Development Hula Hooping,5.0,1,Public Dataset
Office Productivity,C_S4CDK_2021 | SAP Cloud SDK Extensibility Developer Exam,Rohit Redhu,Course,Not specified,0.0 hours,SAP SAP Cloud Platform,0.0,0,Public Dataset
Information Technology,CompTIA Cybersecurity Analyst+ (CS0-003) Exam Prep,"Jason Dion, Dion Training Solutions",Course,Intermediate,36 hours,"CompTIA CySA+, Threat Management, Vulnerability Management, Security Architecture",4.6,12156,Curated
Health & Fitness,10 Salsa Moves to Make You Shine on the Dance Floor,Mihai Banu,Course,Not specified,1.5 hours,Dance Salsa Dancing,5.0,2,Public Dataset
Lifestyle,A Guide to Evergreen Shrubs,Nikki Barker & Claire Lakey,Course,Not specified,1.5 hours,Other Lifestyle Garden Design,0.0,0,Public Dataset
Business,The Legal Support Specialist,Amarelaw Legal Coaching and Training,Course,Not specified,1.0 hours,Business Law Law,4.2,107,Public Dataset
Photography & Video,Couple's Posing System - Posing Basics for New Photographers,Abigail K,Course,Not specified,1.0 hours,Portrait Photography Wedding Photography,3.7,26,Public Dataset
Photography & Video,Complete Filmmaker Guide: The Future Filmmakers,Hank Orion,Course,Not specified,0.0 hours,Other Photography & Video Filmmaking,5.0,1,Public Dataset
Music,"Ultimate Ableton Live 9 Complete: Parts 4, 5, & 6",Jason Allen,Course,Not specified,12.0 hours,Music Software Ableton Live,5.0,484,Public Dataset
